arch,model,conversations,success_rate,mean_turn_latency_s,avg_agent_llm_calls,avg_prompt_tokens,avg_completion_tokens,avg_cost_per_call_usd,total_cost_usd,errors
supervisor,gpt-4.1-mini,11,0.6364,2.573,18.0909,26369,645,0.01158,0.127375,0
