arch,model,conversations,success_rate,mean_turn_latency_s,avg_agent_llm_calls,avg_prompt_tokens,avg_completion_tokens,avg_cost_per_call_usd,total_cost_usd,errors
single,gpt-4.1-mini,11,1.0,1.8214,9.4545,22271,363,0.009489,0.104379,0
